Function,Agency,Fund Type,FP Category,Fund,Subfund,Subfund Name,2025-26  Estimates,2024-25  Estimates,2023-24  Actuals,2022-23  Actuals,2021-22  Actuals,2020-21  Actuals,2019-20  Actuals,2018-19  Actuals,2017-18  Actuals,2016-17  Actuals,2015-16  Actuals,2014-15  Actuals,2013-14  Actuals,2012-13  Actuals,2011-12  Actuals,2010-11  Actuals,2009-10  Actuals,2008-09  Actuals,2007-08  Actuals,2006-07  Actuals,2005-06  Actuals,2004-05  Actuals,2003-04  Actuals,2002-03  Actuals,2001-02  Actuals,2000-01  Actuals,1999-00  Actuals,1998-99  Actuals,1997-98  Actuals,1996-97  Actuals,1995-96  Actuals,1994-95  Actuals
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Federal,Non-Personal Service,Federal Health and Human Services Fund,25100,Federal HHS,150,150,"60,590","11,578",0 ,0 ,1,0 ,164,835,0 ,130,120,25,633,"7,894","34,214","33,557","26,060","50,055","27,494","17,329","33,185","31,745","26,164","25,787","19,524","21,785","84,254","155,285","107,156","43,868"
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Federal,Personal Service,Federal Health and Human Services Fund,25100,Federal HHS,0 ,0 ,147,255,96,144,233,125,0 ,0 ,0 ,0 ,0 ,0 ,123,42,81,46,116,0 ,0 ,0 ,0 ,0 ,920,923,779,815,735,636,652,686
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Federal,Indirect Costs,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-6,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,425,425,0 ,0 ,10,267,249,220,234,253,279,250,425,85,576,279,332,132,400,202,303,497,91,162,65,71,56,39,44,45,17,17
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15,107,73,106,107,126
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25542,Cares Act,0 ,0 ,0 ,0 ,"6,914",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25542,Cares Act,0 ,0 ,0 ,0 ,103,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25542,Cares Act,0 ,0 ,0 ,0 ,"11,980",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Fringe Benefits,Combined Expendable Trust,20116,IBR Genetic Cou,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15,2,5
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Combined Expendable Trust,20116,IBR Genetic Cou,108,108,33,3,30,24,44,34,4,13,0 ,27,58,25,137,177,115,117,50,51,49,61,42,47,51,49,42,38,46,30,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Personal Service,Combined Expendable Trust,20116,IBR Genetic Cou,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1,-4,4
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Combined Expendable Trust,20149,Autism Aware &,22,22,234,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Assistance and Grants,Combined Nonexpendable Trust Fund,21654,OPWDD Nonexp Tr,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Combined Nonexpendable Trust Fund,21654,OPWDD Nonexp Tr,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,2,4,2,3,3,0 ,0 ,1
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Assistance and Grants,Combined Nonexpendable Trust Fund,216VL,ICF/HCBS Loan,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,52,89,296,400,"2,865","2,000",0 ,0 ,135,125,630,"1,485"
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Mental Hygiene Gifts and Donations Fund,20000,Ment Hyg Gifts,72,72,29,6,42,36,32,2,20,50,17,30,43,27,67,62,52,71,66,105,173,167,135,110,143,120,55,99,108,195,115,145
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Assistance and Grants,Miscellaneous State Special Revenue,21903,OPWDD Provider,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,170","80,307","155,022","307,291","339,190","337,321","326,899","283,542","125,140","64,726","17,404",20,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Assistance and Grants,Miscellaneous State Special Revenue,21907,Mental Hygiene,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(2,131)","407,737","385,559","330,047","354,384","293,770","388,279","302,912",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,21907,Mental Hygiene,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"427,697","285,776","176,749","283,006","358,743","199,047","103,992",0 ,"127,034","90,920",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,21907,Mental Hygiene,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"18,976","13,344","13,288","17,467","8,778","88,739","8,286",0 ,"5,595",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21907,Mental Hygiene,0 ,0 ,0 ,0 ,0 ,0 ,0 ,(20),"36,765","44,311","44,302","46,461","50,889","35,798","37,071","21,452","31,897","35,217",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,21907,Mental Hygiene,0 ,0 ,0 ,0 ,0 ,0 ,0 ,(8),"349,882","338,191","348,862","333,744","346,636","343,349","72,227","82,173","139,407","205,551",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Assistance and Grants,Miscellaneous State Special Revenue,21909,M H Patient Inc,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"46,590","239,159","302,493","293,727","1,100,000","1,100,000","1,100,000","725,000","691,700","589,900","442,028","434,000","369,000","333,400","333,400","333,400","116,200","50,000"
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Capital Projects,Miscellaneous State Special Revenue,21909,M H Patient Inc,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,21909,M H Patient Inc,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"256,104","351,424","443,936","346,476","265,258","367,052","417,127","579,990","543,704","460,310",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"120,000",0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,21909,M H Patient Inc,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"10,996","14,867","8,293","21,509","24,601","83,053","26,557","33,547","23,391",56,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21909,M H Patient Inc,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(9,143)","136,530","132,810","149,936","176,181","179,093","153,156","288,704","318,658","324,240","332,913","134,250","110,053","78,095","225,265","251,755","122,557","111,609","97,807","96,000","83,893","83,086","61,856","51,331","51,230"
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,21909,M H Patient Inc,0 ,0 ,0 ,0 ,0 ,0 ,0 ,(12),"779,992","753,811","802,928","778,760","803,054","782,182","1,052,886","1,086,023","996,479","921,403","852,000","810,712","772,000","901,035","879,781","860,175","820,536","762,000","734,900","754,082","747,179","764,535","780,725","833,006"
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,219AS,Quality Assuran,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,79,240,388,155,374,468,214,163
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,219AS,Quality Assuran,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219AS,Quality Assuran,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24,152,163,121,153,158,76,85
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,219AS,Quality Assuran,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9,993,893,"1,034",944,923,869,857
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219AT,OMR Utility Co.,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,34,0 ,33,0 ,33
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219OP,OMRDD Recycling,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,219WV,Institute for B,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,25,318,608
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219WV,Institute for B,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,629,"1,625"
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,219WV,Institute for B,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,444,"1,752"
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219Z3,MHPIA OMR NPS,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,090","52,438"
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Assistance and Grants,Miscellaneous State Special Revenue,22025,Comm Svce Assis,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,46,0 ,0 ,212,125,468,"2,579",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Assistance and Grants,Miscellaneous State Special Revenue,22038,OPWDD Day Servi,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"41,072","41,100","31,012","39,938","28,542","29,372",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"People with Developmental Disabilities, Office for",Special Revenue Funds - Other,Assistance and Grants,Miscellaneous State Special Revenue,22115,OPWDD Jt Clin O,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9,156,208,124,"6,115","13,838","16,666","17,813","17,165","14,130","11,333","7,408","5,496","4,038","3,662","3,579","2,840","1,569"
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",General Fund,Assistance and Grants,Community Projects Fund,10253,Comm Proj CC,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,60,100,120,20,75,25,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",General Fund,Assistance and Grants,Local Assistance Account,10000,Local Assistnce,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,101,128,170,229,593,533,306,324,238,157,170,196,170,186,149,170,115,151,99,17
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,138,831,875,977,946,903,"1,199",881,906,705,656,616,648,670,713,710,534,576,849,979
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",General Fund,Personal Service,State Operations Account,10050,State Purposes,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,021","4,133","2,650","3,228","3,627","3,471","3,165","2,907","2,658","1,999","1,974","2,246","2,318","2,316","2,176","2,154","1,988","2,210","2,484","3,095"
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Fringe Benefits,Federal Block Grants Fund,25250,HHS Block Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9,9,15
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Non-Personal Service,Federal Block Grants Fund,25250,HHS Block Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18,73,91,10
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Personal Service,Federal Block Grants Fund,25250,HHS Block Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24,40,35
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Fringe Benefits,Federal Education Fund,25200,Fed Education,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,65,179,202,192,183,181,194,147,195,137,93,81,67,45,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Indirect Costs,Federal Education Fund,25200,Fed Education,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,9,12,13,29,31,25,14,8,7,4,6,0 ,2,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Non-Personal Service,Federal Education Fund,25200,Fed Education,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,760,"1,872","1,903","1,593","1,665","1,773","1,665","2,101","2,226","1,460","1,225","1,189","1,142","1,066",0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Personal Service,Federal Education Fund,25200,Fed Education,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,114,288,441,466,448,423,401,376,435,350,277,251,212,190,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Fringe Benefits,Federal Health and Human Services Fund,25100,Federal HHS,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,239,407,451,411,413,406,417,438,367,327,353,303,248,246,232,279,332,286,256
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Indirect Costs,Federal Health and Human Services Fund,25100,Federal HHS,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12,23,30,65,71,56,41,14,20,19,43,0 ,23,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Non-Personal Service,Federal Health and Human Services Fund,25100,Federal HHS,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,437","2,823","2,291","2,313","2,524","2,609","2,325","2,301","2,307","2,250","1,957","1,277","1,392","1,388","2,501","2,132","2,071","2,166","2,130","1,784"
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Personal Service,Federal Health and Human Services Fund,25100,Federal HHS,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,332,824,"1,050","1,028",955,921,925,"1,005",965,871,"1,061",937,996,955,817,"1,021","1,048","1,026",980
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,23,32,26,25,30,30,26,22,19,22,11,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Indirect Costs,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,4,4,4,3,1,1,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,368,128,287,255,267,243,211,242,243,272,214,182,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,63,66,80,44,66,64,60,58,54,77,35,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Other,Fringe Benefits,Combined Expendable Trust,20162,Disab Tech Asst,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22,26,24,24,23,22,20,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Other,Indirect Costs,Combined Expendable Trust,20162,Disab Tech Asst,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,2,2,2,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Other,Non-Personal Service,Combined Expendable Trust,20162,Disab Tech Asst,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24,22,27,23,126,118,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Other,Personal Service,Combined Expendable Trust,20162,Disab Tech Asst,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,57,57,54,50,49,46,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Other,Assistance and Grants,HCRA Resources,20813,Ad Home Res Co,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,39,60,60,60,60,36,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21997,Conf Fee Acct,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22,1,13,0 ,0 ,0 ,3,0 ,2,4,0 ,0 ,0 ,0 ,2
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Other,Assistance and Grants,Miscellaneous State Special Revenue,22056,Fed Salary Shar,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,146,349,330,334,204,220,224,214,358,387,382,352,302,225,192,100,84,0 ,0 ,0 
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22056,Fed Salary Shar,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,(30),997,"1,054",991,908,886,801,830,803,705,596,551,471,288,383,375,370,318,285,183
Mental Hygiene,"Quality of Care and Advocacy for Persons With Disabilities, Commission on",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22056,Fed Salary Shar,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,55,74,74,79,79,64,67,68,67,66,63,0 ,41,0 ,0 ,0 ,0 ,0 ,0 
